0,0,,1,0
30,0.523333333,,0.965960169,0.258690844
60,1.046666667,,0.866158094,0.499770103
90,1.57,,0.707388269,0.706825181
120,2.093333333,,0.500459689,0.865759839
150,2.616666667,,0.259459982,0.96575386
180,3.14,,0.000796327,0.999999683
210,3.663333333,,-0.257921542,0.966165865
240,4.186666667,,-0.499080199,0.8665558
270,4.71,,-0.706261645,0.707950909
300,5.233333333,,-0.865361036,0.501148958
330,5.756666667,,-0.965546939,0.260228955
360,6.28,,-0.999998732,0.001592653
